CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,CROSS MOUNTAIN RANCH CORPORATION,993 COUNTY ROAD 25,,MAYBELLE,CO,81640,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,FORREST ARTHUR,970 WEST 100 SOUTH,,PAUL,ID,83347,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,DENNIS RICHINS LIVESTOCK,80 EAST CENTER STREET,,HENEFER,UT,84033,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JOHN M. OLAGARAY,10900 HIGHWAY 400,,IMLAYS,NV,89418,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,CHACON SHEEP COMPANY LLC,2300 L ROAD,,GRAND JUNCTION,CO,81505,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,SOULEN LIVESTOCK COMPANY,7061 BLACK CANYON HWY,,EMMETT,ID,83314,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JRB LLC,219 CRESTVIEW,,EVANSTON,WY,82930,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,EUREKA LIVESTOCK LLC,HC 62 BOX 62540,,EUREKA,NV,89316,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,KEN WIXOM,260 WEST 300 NORTH,,BLACKFOOT,ID,83221,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,DENIS OR LAURIE KOWITZ,171 NORTH HIGHWAY 77,,DECLO,ID,83323,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,MICKEL BROTHERS LLC,1750 SOUTH MAIN,,SPRING CITY,UT,84662,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ETCHART LIVESTOCK INC,13621 5875 ROAD,,MONTROSE,CO,81403,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,KEN O'BRIEN LIVESTOCK,364 JUDD LANE,,COALVILLE,UT,84017,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ROBERT OR DEBRANN MCGREW,5818 SIEVERS ROAD,,DIXON,CA,95620,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,RAYMOND A. TALBOTT,20654 WEST HENRY MILLER ROAD,,LOS BANOS,CA,93635,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ESTILL RANCHES LLC,123175 STAR ROUTE 447,,GERLACH,NV,89412,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ALLRED LAND & LIVESTOCK,700 SOUTH 250 WEST,,FOUNTAIN GREEN,UT,84632,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,HAMILTON RANCH INC,4850 ALKALI ROAD,,HYATTVILLE,WY,82428,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,G. LAMAR PACE,1420 SOUTHWEST HOLTSVILLE ROAD,,COALVILLE,UT,84017,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,7K RANCH INC,1049 HIGHWAY 20,,EMBLEM,WY,82442,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,B & B FARMS LLC,17250 EAST KETTLEMAN,,LODI,CA,95240,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ANDERSON SHEEP COMPANY INC,36866 HIGHWAY 228,,BROWNSVILLE,OR,97327,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,TRI WILSON RANCH LLC,260 WEST CENTER STREET,,SALEM,UT,84653,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,20 MILE SHEEP LLC,35513 NORTH HIGHWAY 13,,CRAIG,CO,81625,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,DRY LAKE RANCH,180 WEST CENTER,,GREENWICH,UT,84732,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JOSEPH AUZA SHEEP COMPANY,8189 W. PEARCE ROAD,,ELOY,AZ,85231,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,DUELKE SHEEP COMPANY LLC,1295 EAST 3400 NORTH,,BUHL,ID,83316,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,PEOA RIVER VALLEY RANCH LLC,7030 NORTH STATE ROAD 32,,PEOA,UT,84061,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,MIKE & LISA KIMSEY,3890 LANE 50,,MANDERSON,WY,82432,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,MCPHERRIN SHEEP COMPANY,6160 EAST BUTTE ROAD,,LIVE OAK,CA,95953,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,SILVER CREEK RANCH INC,HC 61 BOX 61230,,AUSTIN,NV,89310,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,SOUTHERN NEVADA WATER AUTHORITY,HC 10 BOX 10853,,ELY,NV,89301,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,DIAMOND W LAND & LIVESTOCK INC,946 THOUSAND PEAKS ROAD,,TROUT CREEK,UT,84083,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,AUZA RANCHES LLC,843 WEST COTTONWOOD LANE,,CASA GRANDE,AZ,85122,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,HAY BROS SHEEP,27558 7TH STANDARD ROAD,,BUTTONWILLOW,CA,93206,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,OLSEN AGRI-LIVESTOCK,1745 EAST 21900 NORTH,,FOUNTAIN GREEN,UT,84632,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,RICHINS BROTHERS RANCH LLC,445 W MEMORIAL PARK ROAD,,HENEFER,UT,84033,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,CUNNINGHAM SHEEP COMPANY,65856 YELLOW JACKET ROAD,,PILOT ROCK,OR,97868,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,RED BLUFF RESEARCH RANCH,#15 BRADLEY CREEK ROAD,,NORRIS,MT,59745,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,SALMON FALLS SHEEP PARTNERSHIP,95-A BELL RAPIDS ROAD,,HAGERMAN,ID,83332,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,BOX L RANCH LLC,1808 EAST 20280 NORTH,,MORONI,UT,84646,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,TUTTLE LIVESTOCK COMPANY LLC,425 RIVERVIEW AVENUE,,CRAIG,CO,81625,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,FERNANDEZ RANCH,11 FERNANDEZ ROAD,,CENTERVILLE,WA,98613,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,GORDON & NIKI CLARK,1219 SOUTHEAST HAY CREEK ROAD,,MADRAS,OR,97741,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,RAFTER SEVEN MERINOS INC,92 EAST WALKER ROAD,,YERINGTON,NV,94447,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,F.I.M. CORPORATION,25 SARONI ROAD,,SMITH,NV,89430,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,GILLMOR RANCHING LLC,3500 NORTH 3300 WEST,,SALT LAKE CITY,UT,84116,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JULIAN LAND & LIVESTOCK,409 QUARTZ STREET,,KEMMERER,WY,83101,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,EL TEJON SHEEP COMPANY INC,13950 OLD RIVER ROAD,,BAKERSFIELD,CA,93311,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,NOH SHEEP COMPANY,3828 NORTH 1000 EAST,,BUHL,ID,83316,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,LIVING SYSTEMS LAND & MANAGEMENT,30444 JAYNE AVENUE,,COALINGA,CA,93210,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,PETER SWANSON,27655 SOUTH LAMMERS ROAD,,TRACY,CA,95377,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,PICKETT RANCH & SHEEP COMPANY INC,568 WEST 1650 SOUTH,,OAKLEY,ID,83346,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,GREEN GOAT RESTORATION LLC,"HIGHWAY 95, WILLOW CREEK RANCH",,ORVADA,NV,89425,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,W.N. BRAILSFORD,18274 US HIGHWAY 30,,HAGERMAN,ID,83332,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,TERRI OYARZUN,1215 GARCIA RANCH ROAD,,BRIONES,CA,94553,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ECHENIQUE LIVESTOCK DBA JOE F.ECHENIQUE,929 BUNTING DRIVE,,BAKERSFIELD,CA,,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,REBISH & KONEN LIVESTOCK,200 AIRPORT ROAD,,DILLON,MT,59725,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,HELLE LIVESTOCK,1350 STONE CREEK ROAD,,DILLON,MT,59725,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ANNABELLA LAND & CATTLE COMPANY LLC,50 MUSTANG LANE,,ANNABELLA,UT,84711,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JOHN PETERSON,6605 WEST BLACK CANYON HIGHWAY,,EMMETT,ID,83617,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,K & N LIVESTOCK LLC,HIGHWAY 229 STEVE NEFF RANCH,,RUBY VALLEY,NV,89833,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,J & A PHILLIPS RANCH,1325 WEST 535 NORTH,,PAUL,ID,83347,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,CARRIE A. MAREK,259 SLATE CREEK,,WHITE BIRD,ID,83554,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,BRUNO FARMS INC,233 W MARKHAM STREET,,PERRIS,CA,92571,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,JEFF BARNETT,172 N MEADOW CREEK ROAD,,POMEROY,WA,99347,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,KREBS LIVESTOCK LLC,69956 HIGHWAY 74,,IONE,OR,97843,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,ETCHEVERRY SHEEP COMPANY INC,325 NORTH 200 EAST,,RUPERT,ID,83350,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,PHILLIP ESNOZ,17846 WASCO AVENUE,,SHAFTER,CA,93263,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,I & M SHEEP COMPANY,16837 MAGNOLIA AVENUE,,WASCO,CA,93280,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
H-300-13325-315683,2014-01-10,H-2A,2013-11-26,DETERMINATION ISSUED - CERTIFICATION,2014-02-10,2015-02-09,2014-02-10,2015-02-09,AMADOR ZABALBEASCOA,DIANA ROAD,,LOS BANOS,CA,93635,,,,,SHEEPHERDER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,40,750,Month,Eloy,AZ,
